id,title,year,web_url,venue,track,abstract,has_claim,has_claim_e,has_claim_w,introduces_dataset,introduces_dataset_e,introduces_dataset_w,claim_related_to_e,claim_related_to_w,has_typ_justification_e,has_typ_justification_w,justification_e,justification_w,iso_codes_e,iso_codes_w,iso_codes,isos_wals,n_langs,mpd,mpd_missing,mpd_low_cov,gb_complete_cov,gb_incomplete_cov,gb_coverage,gb_missing
2020.tacl-1.30,TyDi QA: A Benchmark for Information-Seeking Question Answering in Typologically Diverse Languages,2020-01-01,https://aclanthology.org/2020.tacl-1.30/,tacl,,"Confidently making progress on multilingual modeling requires challenging, trustworthy evaluations. We present TyDi QA—a question answering dataset covering 11 typologically diverse languages with 204K question-answer pairs. The languages of TyDi QA are diverse with regard to their typology—the set of linguistic features each language expresses—such that we expect models performing well on this set to generalize across a large number of the world’s languages. We present a quantitative analysis of the data quality and example-level qualitative linguistic analyses of observed language phenomena that would not be found in English-only corpora. To provide a realistic information-seeking task and avoid priming effects, questions are written by people who want to know the answer, but don’t know the answer yet, and the data is collected directly in each language without the use of translation.",1,1,1,1,1,1,b,d,1,0,l,n,"ara,ben,eng,fin,ind,jpn,kor,rus,swa,tel,tha","ara,ben,eng,fin,ind,jpn,kor,rus,swa,tel,tha","ara,ben,eng,fin,ind,jpn,kor,rus,swa,tel,tha","arb,ben,eng,fin,ind,jpn,kor,rus,swh,tel,tha",11,0.666190909090909,0,0,149,46,0.764102564102564,0
2023.findings-acl.885,Cross-Lingual Knowledge Distillation for Answer Sentence Selection in Low-Resource Languages,2023-01-01,https://aclanthology.org/2023.findings-acl.885/,findings,,"While impressive performance has been achieved on the task of Answer Sentence Selection (AS2) for English, the same does not hold for languages that lack large labeled datasets. In this work, we propose Cross-Lingual Knowledge Distillation (CLKD) from a strong English AS2 teacher as a method to train AS2 models for low-resource languages in the tasks without the need of labeled data for the target language. To evaluate our method, we introduce 1) Xtr-WikiQA, a translation-based WikiQA dataset for 9 additional languages, and 2) TyDi-AS2, a multilingual AS2 dataset with over 70K questions spanning 8 typologically diverse languages. We conduct extensive experiments on Xtr-WikiQA and TyDi-AS2 with multiple teachers, diverse monolingual and multilingual pretrained language models (PLMs) as students, and both monolingual and multilingual training. The results demonstrate that CLKD either outperforms or rivals even supervised fine-tuning with the same amount of labeled data and a combination of machine translation and the teacher model. Our method can potentially enable stronger AS2 models for low-resource languages, while TyDi-AS2 can serve as the largest multilingual AS2 dataset for further studies in the research community.",1,1,1,1,1,1,b,b,0,0,n,n,"ben,eng,fin,ind,jpn,kor,rus,swa","ben,eng,fin,ind,jpn,kor,rus,swa","ben,eng,fin,ind,jpn,kor,rus,swa","ben,eng,fin,ind,jpn,kor,rus,swh",8,0.636642857142857,0,0,135,60,0.692307692307692,0
2023.findings-emnlp.52,Improving Cross-lingual Transfer through Subtree-aware Word Reordering,2023-01-01,https://aclanthology.org/2023.findings-emnlp.52/,findings,,"Despite the impressive growth of the abilities of multilingual language models, such as XLM-R and mT5, it has been shown that they still face difficulties when tackling typologically-distant languages, particularly in the low-resource setting. One obstacle for effective cross-lingual transfer is variability in word-order patterns. It can be potentially mitigated via source- or target-side word reordering, and numerous approaches to reordering have been proposed. However, they rely on language-specific rules, work on the level of POS tags, or only target the main clause, leaving subordinate clauses intact. To address these limitations, we present a new powerful reordering method, defined in terms of Universal Dependencies, that is able to learn fine-grained word-order patterns conditioned on the syntactic context from a small amount of annotated data and can be applied at all levels of the syntactic tree. We conduct experiments on a diverse set of tasks and show that our method consistently outperforms strong baselines over different language pairs and model architectures. This performance advantage holds true in both zero-shot and few-shot scenarios.",1,1,1,0,0,0,p,p,0,0,n,n,"ara,deu,fas,fra,gle,hin,kor,spa,tha","ara,deu,fas,fra,gle,hin,kor,spa,tha","ara,deu,fas,fra,gle,hin,kor,spa,tha","arb,deu,pes,fra,gle,hin,kor,spa,tha",9,0.641741666666667,0,0,138,57,0.707692307692308,0
2022.lrec-1.527,Evaluating Pre-training Objectives for Low-Resource Translation into Morphologically Rich Languages,2022-01-01,https://aclanthology.org/2022.lrec-1.527/,lrec,,"The scarcity of parallel data is a major limitation for Neural Machine Translation (NMT) systems, in particular for translation into morphologically rich languages (MRLs). An important way to overcome the lack of parallel data is to leverage target monolingual data, which is typically more abundant and easier to collect. We evaluate a number of techniques to achieve this, ranging from back-translation to random token masking, on the challenging task of translating English into four typologically diverse MRLs, under low-resource settings. Additionally, we introduce Inflection Pre-Training (or PT-Inflect), a novel pre-training objective whereby the NMT system is pre-trained on the task of re-inflecting lemmatized target sentences before being trained on standard source-to-target language translation. We conduct our evaluation on four typologically diverse target MRLs, and find that PT-Inflect surpasses NMT systems trained only on parallel data. While PT-Inflect is outperformed by back-translation overall, combining the two techniques leads to gains in some of the evaluated language pairs.",1,1,1,0,0,0,p,p,1,0,l,n,"deu,est,lit,tam,tur","deu,est,lit,tam,tur","deu,est,lit,tam,tur","deu,ekk,lit,tam,tur",5,0.60791,0,0,92,103,0.471794871794872,0
2020.emnlp-main.185,XCOPA: A Multilingual Dataset for Causal Commonsense Reasoning,2020-01-01,https://aclanthology.org/2020.emnlp-main.185/,emnlp,,"In order to simulate human language capacity, natural language processing systems must be able to reason about the dynamics of everyday situations, including their possible causes and effects. Moreover, they should be able to generalise the acquired world knowledge to new languages, modulo cultural differences. Advances in machine reasoning and cross-lingual transfer depend on the availability of challenging evaluation benchmarks. Motivated by both demands, we introduce Cross-lingual Choice of Plausible Alternatives (XCOPA), a typologically diverse multilingual dataset for causal commonsense reasoning in 11 languages, which includes resource-poor languages like Eastern Apurímac Quechua and Haitian Creole. We evaluate a range of state-of-the-art models on this novel dataset, revealing that the performance of current methods based on multilingual pretraining and zero-shot fine-tuning falls short compared to translation-based transfer. Finally, we propose strategies to adapt multilingual models to out-of-sample resource-lean languages where only a small corpus or a bilingual dictionary is available, and report substantial improvements over the random baseline. The XCOPA dataset is freely available at github.com/cambridgeltl/xcopa.",1,1,1,1,1,1,b,d,1,1,i,i,"eng,est,hat,ind,swa,tam,tha,tur,vie,zho","est,hat,ind,ita,que,swa,tam,tha,tur,vie,zho","eng,est,hat,ind,ita,que,swa,tam,tha,tur,vie,zho","eng,ekk,hat,ind,ita,que,swh,tam,tha,tur,vie,cmn",12,0.658428787878788,0,0,147,48,0.753846153846154,1
2020.emnlp-main.257,Are All Good Word Vector Spaces Isomorphic?,2020-01-01,https://aclanthology.org/2020.emnlp-main.257/,emnlp,,"Existing algorithms for aligning cross-lingual word vector spaces assume that vector spaces are approximately isomorphic. As a result, they perform poorly or fail completely on non-isomorphic spaces. Such non-isomorphism has been hypothesised to result from typological differences between languages. In this work, we ask whether non-isomorphism is also crucially a sign of degenerate word vector spaces. We present a series of experiments across diverse languages which show that variance in performance across language pairs is not only due to typological differences, but can mostly be attributed to the size of the monolingual resources available, and to the properties and duration of monolingual training (e.g. “under-training”).",1,1,1,0,0,0,p,p,0,0,n,n,"ara,ben,eng,eus,glg,jpn,que,spa,tam,urd","ara,eng,jpn,spa","ara,ben,eng,eus,glg,jpn,que,spa,tam,urd","arb,ben,eng,eus,glg,jpn,que,spa,tam,urd",10,0.673784444444445,0,0,134,61,0.687179487179487,1
2020.emnlp-main.328,Speakers Fill Lexical Semantic Gaps with Context,2020-01-01,https://aclanthology.org/2020.emnlp-main.328/,emnlp,,"Lexical ambiguity is widespread in language, allowing for the reuse of economical word forms and therefore making language more efficient. If ambiguous words cannot be disambiguated from context, however, this gain in efficiency might make language less clear—resulting in frequent miscommunication. For a language to be clear and efficiently encoded, we posit that the lexical ambiguity of a word type should correlate with how much information context provides about it, on average. To investigate whether this is the case, we operationalise the lexical ambiguity of a word as the entropy of meanings it can take, and provide two ways to estimate this—one which requires human annotation (using WordNet), and one which does not (using BERT), making it readily applicable to a large number of languages. We validate these measures by showing that, on six high-resource languages, there are significant Pearson correlations between our BERT-based estimate of ambiguity and the number of synonyms a word has in WordNet (e.g. 𝜌 = 0.40 in English). We then test our main hypothesis—that a word’s lexical ambiguity should negatively correlate with its contextual uncertainty—and find significant correlations on all 18 typologically diverse languages we analyse. This suggests that, in the presence of ambiguity, speakers compensate by making contexts more informative.",1,1,1,0,0,0,p,p,0,0,n,n,"afr,ara,ben,eng,est,fas,fil,fin,heb,ind,isl,kan,mal,mar,por,tat,tur,yor","afr,ara,ben,eng,est,fas,fil,fin,heb,ind,isl,kan,mal,mar,por,tat,tur,yor","afr,ara,ben,eng,est,fas,fil,fin,heb,ind,isl,kan,mal,mar,por,tat,tur,yor","afr,arb,ben,eng,ekk,pes,tgl,fin,heb,ind,isl,kan,mal,mar,por,tat,tur,yor",18,0.672283006535948,0,0,149,46,0.764102564102564,0
2020.emnlp-main.391,Unsupervised Cross-Lingual Part-of-Speech Tagging for Truly Low-Resource Scenarios,2020-01-01,https://aclanthology.org/2020.emnlp-main.391/,emnlp,,"We describe a fully unsupervised cross-lingual transfer approach for part-of-speech (POS) tagging under a truly low resource scenario. We assume access to parallel translations between the target language and one or more source languages for which POS taggers are available. We use the Bible as parallel data in our experiments: small size, out-of-domain and covering many diverse languages. Our approach innovates in three ways: 1) a robust approach of selecting training instances via cross-lingual annotation projection that exploits best practices of unsupervised type and token constraints, word-alignment confidence and density of projected POS, 2) a Bi-LSTM architecture that uses contextualized word embeddings, affix embeddings and hierarchical Brown clusters, and 3) an evaluation on 12 diverse languages in terms of language family and morphological typology. In spite of the use of limited and out-of-domain parallel data, our experiments demonstrate significant improvements in accuracy over previous work. In addition, we show that using multi-source information, either via projection or output combination, improves the performance for most target languages.",1,0,1,0,,0,,,,1,,,,"afr,bul,eus,fas,fin,hin,ind,lit,por,tel,tur","afr,bul,eus,fas,fin,hin,ind,lit,por,tel,tur","afr,bul,eus,pes,fin,hin,ind,lit,por,tel,tur",11,0.616114545454546,0,0,135,60,0.692307692307692,0
2020.emnlp-main.479,X-FACTR: Multilingual Factual Knowledge Retrieval from Pretrained Language Models,2020-01-01,https://aclanthology.org/2020.emnlp-main.479/,emnlp,,"Language models (LMs) have proven surprisingly successful at capturing factual knowledge by completing cloze-style fill-in-the-blank questions such as “Punta Cana is located in _.” However, while knowledge is both written and queried in many languages, studies on LMs’ factual representation ability have almost invariably been performed on English. To assess factual knowledge retrieval in LMs in different languages, we create a multilingual benchmark of cloze-style probes for typologically diverse languages. To properly handle language variations, we expand probing methods from single- to multi-word entities, and develop several decoding algorithms to generate multi-token predictions. Extensive experimental results provide insights about how well (or poorly) current state-of-the-art LMs perform at this task in languages with more or fewer available resources. We further propose a code-switching-based method to improve the ability of multilingual LMs to access knowledge, and verify its effectiveness on several benchmark languages. Benchmark data and code have be released at https://x-factr.github.io.",1,1,1,1,1,1,b,b,0,0,i,n,"ben,ceb,ell,eng,fil,fra,heb,hun,ilo,jpn,kor,mal,mar,nld,pan,rus,spa,swa,tur,vie,war,yor,zho","ben,ceb,ell,eng,fil,fra,heb,hun,ilo,jpn,kor,mar,mlg,nld,pan,rus,spa,swa,tur,vie,war,yor,zho","ben,ceb,ell,eng,fil,fra,heb,hun,ilo,jpn,kor,mal,mar,nld,pan,rus,spa,swa,tur,vie,war,yor,zho","ben,ceb,ell,eng,tgl,fra,heb,hun,ilo,jpn,kor,mal,mar,nld,pan,rus,spa,swh,tur,vie,war,yor,cmn",23,0.664731601731602,0,1,171,24,0.876923076923077,0
2020.emnlp-main.586,Probing Pretrained Language Models for Lexical Semantics,2020-01-01,https://aclanthology.org/2020.emnlp-main.586/,emnlp,,"The success of large pretrained language models (LMs) such as BERT and RoBERTa has sparked interest in probing their representations, in order to unveil what types of knowledge they implicitly capture. While prior research focused on morphosyntactic, semantic, and world knowledge, it remains unclear to which extent LMs also derive lexical type-level knowledge from words in context. In this work, we present a systematic empirical analysis across six typologically diverse languages and five different lexical tasks, addressing the following questions: 1) How do different lexical knowledge extraction strategies (monolingual versus multilingual source LM, out-of-context versus in-context encoding, inclusion of special tokens, and layer-wise averaging) impact performance? How consistent are the observed effects across tasks and languages? 2) Is lexical knowledge stored in few parameters, or is it scattered throughout the network? 3) How do these representations fare against traditional static word vectors in lexical tasks 4) Does the lexical information emerging from independently trained monolingual LMs display latent similarities? Our main results indicate patterns and best practices that hold universally, but also point to prominent variations across languages and tasks. Moreover, we validate the claim that lower Transformer layers carry more type-level lexical knowledge, but also show that this knowledge is distributed across multiple layers.",1,1,1,0,0,0,p,p,0,0,i,n,"deu,eng,fin,rus,tur,zho","deu,eng,fin,ita,rus,tur,zho","deu,eng,fin,ita,rus,tur,zho","deu,eng,fin,ita,rus,tur,cmn",7,0.548133333333333,0,0,131,64,0.671794871794872,0
2020.emnlp-main.617,MAD-X: An Adapter-Based Framework for Multi-Task Cross-Lingual Transfer,2020-01-01,https://aclanthology.org/2020.emnlp-main.617/,emnlp,,"The main goal behind state-of-the-art pre-trained multilingual models such as multilingual BERT and XLM-R is enabling and bootstrapping NLP applications in low-resource languages through zero-shot or few-shot cross-lingual transfer. However, due to limited model capacity, their transfer performance is the weakest exactly on such low-resource languages and languages unseen during pre-training. We propose MAD-X, an adapter-based framework that enables high portability and parameter-efficient transfer to arbitrary tasks and languages by learning modular language and task representations. In addition, we introduce a novel invertible adapter architecture and a strong baseline method for adapting a pre-trained multilingual model to a new language. MAD-X outperforms the state of the art in cross lingual transfer across a representative set of typologically diverse languages on named entity recognition and causal commonsense reasoning, and achieves competitive results on question answering. Our code and adapters are available at AdapterHub.ml.",1,1,1,0,0,0,p,p,0,0,i,n,"ara,cdo,eng,grn,ilo,isl,jav,jpn,mhr,mri,mya,que,swa,tuk,xmf,zho","ara,cdo,eng,grn,ilo,isl,jav,jpn,mhr,mri,mya,que,swa,tuk,xmf,zho","ara,cdo,eng,grn,ilo,isl,jav,jpn,mhr,mri,mya,que,swa,tuk,xmf,zho","arb,cdo,eng,grn,ilo,isl,jav,jpn,mhr,mri,mya,que,swh,tuk,xmf,cmn",16,0.709371428571429,0,2,164,31,0.841025641025641,2
2021.ranlp-1.48,Improving Character-Aware Neural Language Model by Warming up Character Encoder under Skip-gram Architecture,2021-01-01,https://aclanthology.org/2021.ranlp-1.48/,ranlp,,"Character-aware neural language models can capture the relationship between words by exploiting character-level information and are particularly effective for languages with rich morphology. However, these models are usually biased towards information from surface forms. To alleviate this problem, we propose a simple and effective method to improve a character-aware neural language model by forcing a character encoder to produce word-based embeddings under Skip-gram architecture in a warm-up step without extra training data. We empirically show that the resulting character-aware neural language model achieves obvious improvements of perplexity scores on typologically diverse languages, that contain many low-frequency or unseen words.",1,1,1,0,0,0,p,p,0,0,n,n,"ara,ces,deu,eng,est,fin,heb,jpn,kan,kor,por,rus,spa,zho","ara,ces,deu,eng,est,fin,heb,jpn,kan,kor,por,rus,spa,zho","ara,ces,deu,eng,est,fin,heb,jpn,kan,kor,por,rus,spa,zho","arb,ces,deu,eng,ekk,fin,heb,jpn,kan,kor,por,rus,spa,cmn",14,0.597897802197802,0,0,157,38,0.805128205128205,0
2020.cl-2.4,LINSPECTOR: Multilingual Probing Tasks for Word Representations,2020-01-01,https://aclanthology.org/2020.cl-2.4/,cl,,"Despite an ever-growing number of word representation models introduced for a large number of languages, there is a lack of a standardized technique to provide insights into what is captured by these models. Such insights would help the community to get an estimate of the downstream task performance, as well as to design more informed neural architectures, while avoiding extensive experimentation that requires substantial computational resources not all researchers have access to. A recent development in NLP is to use simple classification tasks, also called probing tasks, that test for a single linguistic feature such as part-of-speech. Existing studies mostly focus on exploring the linguistic information encoded by the continuous representations of English text. However, from a typological perspective the morphologically poor English is rather an outlier: The information encoded by the word order and function words in English is often stored on a subword, morphological level in other languages. To address this, we introduce 15 type-level probing tasks such as case marking, possession, word length, morphological tag count, and pseudoword identification for 24 languages. We present a reusable methodology for creation and evaluation of such tests in a multilingual setting, which is challenging because of a lack of resources, lower quality of tools, and differences among languages. We then present experiments on several diverse multilingual word embedding models, in which we relate the probing task performance for a diverse set of languages to a range of five classic NLP tasks: POS-tagging, dependency parsing, semantic role labeling, named entity recognition, and natural language inference. We find that a number of probing tests have significantly high positive correlation to the downstream tasks, especially for morphologically rich languages. We show that our tests can be used to explore word embeddings or black-box neural models for linguistic cues in a multilingual setting. We release the probing data sets and the evaluation suite LINSPECTOR with https://github.com/UKPLab/linspector.",1,1,1,0,0,0,p,p,0,1,i,f,"deu,fin,rus,spa,tur",,"deu,fin,rus,spa,tur","deu,fin,rus,spa,tur",5,0.5256,0,0,83,112,0.425641025641026,0
2020.cl-4.5,Multi-SimLex: A Large-Scale Evaluation of Multilingual and Crosslingual Lexical Semantic Similarity,2020-01-01,https://aclanthology.org/2020.cl-4.5/,cl,,"We introduce Multi-SimLex, a large-scale lexical resource and evaluation benchmark covering data sets for 12 typologically diverse languages, including major languages (e.g., Mandarin Chinese, Spanish, Russian) as well as less-resourced ones (e.g., Welsh, Kiswahili). Each language data set is annotated for the lexical relation of semantic similarity and contains 1,888 semantically aligned concept pairs, providing a representative coverage of word classes (nouns, verbs, adjectives, adverbs), frequency ranks, similarity intervals, lexical fields, and concreteness levels. Additionally, owing to the alignment of concepts across languages, we provide a suite of 66 crosslingual semantic similarity data sets. Because of its extensive size and language coverage, Multi-SimLex provides entirely novel opportunities for experimental evaluation and analysis. On its monolingual and crosslingual benchmarks, we evaluate and analyze a wide array of recent state-of-the-art monolingual and crosslingual representation models, including static and contextualized word embeddings (such as fastText, monolingual and multilingual BERT, XLM), externally informed lexical representations, as well as fully unsupervised and (weakly) supervised crosslingual word embeddings. We also present a step-by-step data set creation protocol for creating consistent, Multi-Simlex–style resources for additional languages. We make these contributions—the public release of Multi-SimLex data sets, their creation protocol, strong baseline results, and in-depth analyses which can be helpful in guiding future developments in multilingual lexical semantics and representation learning—available via a Web site that will encourage community effort in further expansion of Multi-Simlex to many more languages. Such a large-scale semantic resource could inspire significant further advances in NLP across languages.",1,1,1,1,1,1,b,d,1,0,i,n,"cmn,cym,eng,est,fin,fra,heb,pol,rus,spa,swa,yue","ara,cym,eng,est,fin,fra,heb,pol,rus,spa,swa,yue,zho","cym,eng,est,fin,fra,heb,pol,rus,spa,swa,yue,zho","cym,eng,ekk,fin,fra,heb,pol,rus,spa,swh,yue,cmn",12,0.581422727272727,0,0,161,34,0.825641025641026,0
2021.eacl-main.189,"First Align, then Predict: Understanding the Cross-Lingual Ability of Multilingual BERT",2021-01-01,https://aclanthology.org/2021.eacl-main.189/,eacl,,"Multilingual pretrained language models have demonstrated remarkable zero-shot cross-lingual transfer capabilities. Such transfer emerges by fine-tuning on a task of interest in one language and evaluating on a distinct language, not seen during the fine-tuning. Despite promising results, we still lack a proper understanding of the source of this transfer. Using a novel layer ablation technique and analyses of the model’s internal representations, we show that multilingual BERT, a popular multilingual language model, can be viewed as the stacking of two sub-networks: a multilingual encoder followed by a task-specific language-agnostic predictor. While the encoder is crucial for cross-lingual transfer and remains mostly unchanged during fine-tuning, the task predictor has little importance on the transfer and can be reinitialized during fine-tuning. We present extensive experiments with three distinct tasks, seventeen typologically diverse languages and multiple domains to support our hypothesis.",1,1,1,0,0,0,p,p,0,0,n,n,"ara,ces,deu,eng,fin,fra,hin,ind,ita,jpn,pol,por,rus,slv,spa,tur,zho","ara,ces,deu,eng,fin,fra,hin,ind,ita,jpn,pol,por,rus,slv,spa,tur,zho","ara,ces,deu,eng,fin,fra,hin,ind,ita,jpn,pol,por,rus,slv,spa,tur,zho","arb,ces,deu,eng,fin,fra,hin,ind,ita,jpn,pol,por,rus,slv,spa,tur,cmn",17,0.576729411764706,0,0,166,29,0.851282051282051,0
2021.eacl-main.194,Subword Pooling Makes a Difference,2021-01-01,https://aclanthology.org/2021.eacl-main.194/,eacl,,"Contextual word-representations became a standard in modern natural language processing systems. These models use subword tokenization to handle large vocabularies and unknown words. Word-level usage of such systems requires a way of pooling multiple subwords that correspond to a single word. In this paper we investigate how the choice of subword pooling affects the downstream performance on three tasks: morphological probing, POS tagging and NER, in 9 typologically diverse languages. We compare these in two massively multilingual models, mBERT and XLM-RoBERTa. For morphological tasks, the widely used ‘choose the first subword’ is the worst strategy and the best results are obtained by using attention over the subwords. For POS tagging both of these strategies perform poorly and the best choice is to use a small LSTM over the subwords. The same strategy works best for NER and we show that mBERT is better than XLM-RoBERTa in all 9 languages. We publicly release all code, data and the full result tables at https://github.com/juditacs/subword-choice .",1,1,1,0,0,0,p,p,0,0,f,n,"ara,ces,deu,eng,fin,fra,jpn,kor,zho","ara,ces,deu,eng,fin,fra,jpn,kor,zho","ara,ces,deu,eng,fin,fra,jpn,kor,zho","arb,ces,deu,eng,fin,fra,jpn,kor,cmn",9,0.613144444444445,0,0,147,48,0.753846153846154,0
2021.eacl-main.302,From characters to words: the turning point of BPE merges,2021-01-01,https://aclanthology.org/2021.eacl-main.302/,eacl,,"The distributions of orthographic word types are very different across languages due to typological characteristics, different writing traditions and potentially other factors. The wide range of cross-linguistic diversity is still a major challenge for NLP and the study of language. We use BPE and information-theoretic measures to investigate if distributions become similar under specific levels of subword tokenization. We perform a cross-linguistic comparison, following incremental merges of BPE (we go from characters to words) for 47 diverse languages. We show that text entropy values (a feature of probability distributions) tend to converge at specific subword levels: relatively few BPE merges (around 350) lead to the most similar distributions across languages. Additionally, we analyze the interaction between subword and word-level distributions and show that our findings can be interpreted in light of the ongoing discussion regarding different types of morphological complexity.",1,1,1,0,0,0,p,p,,1,i,l,"aey,amp,ape,apu,arn,arz,bsn,cha,deu,dgz,ell,eng,eus,fij,fil,fin,fra,gug,hae,hau,hin,ind,jac,kal,kat,khk,kor,laj,mig,mya,mzh,naq,pes,plt,qvi,rus,sag,spa,swa,tha,tur,vie,xsu,yad,yaq,yor","aey,amp,ape,apu,arn,arz,bsn,cha,deu,dgz,ell,eng,eus,fij,fil,fin,fra,gug,hae,hau,hin,ind,jac,kal,kat,kew,khk,kor,laj,mig,mya,mzh,naq,pes,plt,qvi,rus,sag,spa,swh,tha,tur,vie,xsu,yad,yaq,yor","aey,amp,ape,apu,arn,arz,bsn,cha,deu,dgz,ell,eng,eus,fij,fil,fin,fra,gug,hae,hau,hin,ind,jac,kal,kat,kew,khk,kor,laj,mig,mya,mzh,naq,pes,plt,qvi,rus,sag,spa,swh,tha,tur,vie,xsu,yad,yaq,yor","aey,amp,ape,apu,arn,arz,bsn,cha,deu,dgz,ell,eng,eus,fij,tgl,fin,fra,gug,hae,hau,hin,ind,jac,kal,kat,kew,khk,kor,laj,mig,mya,mzh,naq,pes,plt,qvi,rus,sag,spa,swh,tha,tur,vie,xsu,yad,yaq,yor",47,0.684365587419056,0,0,185,10,0.948717948717949,0
2023.eacl-main.85,K-hop neighbourhood regularization for few-shot learning on graphs: A case study of text classification,2023-01-01,https://aclanthology.org/2023.eacl-main.85/,eacl,,"We present FewShotTextGCN, a novel method designed to effectively utilize the properties of word-document graphs for improved learning in low-resource settings. We introduce K-hop Neighbourhood Regularization, a regularizer for heterogeneous graphs, and show that it stabilizes and improves learning when only a few training samples are available. We furthermore propose a simplification in the graph-construction method, which results in a graph that is ∼7 times less dense and yields better performance in little-resource settings while performing on par with the state of the art in high-resource settings. Finally, we introduce a new variant of Adaptive Pseudo-Labeling tailored for word-document graphs. When using as little as 20 samples for training, we outperform a strong TextGCN baseline with 17% in absolute accuracy on average over eight languages. We demonstrate that our method can be applied to document classification without any language model pretraining on a wide range of typologically diverse languages while performing on par with large pretrained language models.",1,1,1,0,0,0,p,p,0,0,n,n,"deu,eng,fra,ita,jpn,rus,spa,zho","deu,eng,fra,ita,jpn,rus,spa,zho","deu,eng,fra,ita,jpn,rus,spa,zho","deu,eng,fra,ita,jpn,rus,spa,cmn",8,0.546375,0,0,131,64,0.671794871794872,0
2021.acl-long.243,How Good is Your Tokenizer? On the Monolingual Performance of Multilingual Language Models,2021-01-01,https://aclanthology.org/2021.acl-long.243/,"acl, ijcnlp",,"In this work, we provide a systematic and comprehensive empirical comparison of pretrained multilingual language models versus their monolingual counterparts with regard to their monolingual task performance. We study a set of nine typologically diverse languages with readily available pretrained monolingual models on a set of five diverse monolingual downstream tasks. We first aim to establish, via fair and controlled comparisons, if a gap between the multilingual and the corresponding monolingual representation of that language exists, and subsequently investigate the reason for any performance difference. To disentangle conflating factors, we train new monolingual models on the same data, with monolingually and multilingually trained tokenizers. We find that while the pretraining data size is an important factor, a designated monolingual tokenizer plays an equally important role in the downstream performance. Our results show that languages that are adequately represented in the multilingual model’s vocabulary exhibit negligible performance decreases over their monolingual counterparts. We further find that replacing the original multilingual tokenizer with the specialized monolingual tokenizer improves the downstream performance of the multilingual model for almost every task and language.",1,1,1,0,0,0,p,p,1,1,i,i,"ara,eng,fin,ind,jpn,kor,rus,tur,zho","ara,eng,fin,ind,jpn,kor,rus,tur,zho","ara,eng,fin,ind,jpn,kor,rus,tur,zho","arb,eng,fin,ind,jpn,kor,rus,tur,cmn",9,0.608086111111111,0,0,147,48,0.753846153846154,0
2021.acl-short.69,When is Char Better Than Subword: A Systematic Study of Segmentation Algorithms for Neural Machine Translation,2021-01-01,https://aclanthology.org/2021.acl-short.69/,"acl, ijcnlp",,"Subword segmentation algorithms have been a de facto choice when building neural machine translation systems. However, most of them need to learn a segmentation model based on some heuristics, which may produce sub-optimal segmentation. This can be problematic in some scenarios when the target language has rich morphological changes or there is not enough data for learning compact composition rules. Translating at fully character level has the potential to alleviate the issue, but empirical performances of character-based models has not been fully explored. In this paper, we present an in-depth comparison between character-based and subword-based NMT systems under three settings: translating to typologically diverse languages, training with low resource, and adapting to unseen domains. Experiment results show strong competitiveness of character-based models. Further analyses show that compared to subword-based models, character-based models are better at handling morphological phenomena, generating rare and unknown words, and more suitable for transferring to unseen domains.",1,1,1,0,0,0,p,p,1,1,l,l,"ara,fin,fra,heb,ron,tur,vie,zsm","ara,fin,fra,heb,mri,ron,tur,vie","ara,fin,fra,heb,ron,tur,vie,zsm","arb,fin,fra,heb,ron,tur,vie,zsm",8,0.654182142857143,0,0,131,64,0.671794871794872,0
2021.acl-short.72,Learning Domain-Specialised Representations for Cross-Lingual Biomedical Entity Linking,2021-01-01,https://aclanthology.org/2021.acl-short.72/,"acl, ijcnlp",,"Injecting external domain-specific knowledge (e.g., UMLS) into pretrained language models (LMs) advances their capability to handle specialised in-domain tasks such as biomedical entity linking (BEL). However, such abundant expert knowledge is available only for a handful of languages (e.g., English). In this work, by proposing a novel cross-lingual biomedical entity linking task (XL-BEL) and establishing a new XL-BEL benchmark spanning 10 typologically diverse languages, we first investigate the ability of standard knowledge-agnostic as well as knowledge-enhanced monolingual and multilingual LMs beyond the standard monolingual English BEL task. The scores indicate large gaps to English performance. We then address the challenge of transferring domain-specific knowledge in resource-rich languages to resource-poor ones. To this end, we propose and evaluate a series of cross-lingual transfer methods for the XL-BEL task, and demonstrate that general-domain bitext helps propagate the available English knowledge to languages with little to no in-domain data. Remarkably, we show that our proposed domain-specific transfer methods yield consistent gains across all target languages, sometimes up to 20 Precision@1 points, without any in-domain knowledge in the target language, and without any in-domain parallel data.",1,1,1,0,0,0,b,p,,0,i,n,"ces,deu,ell,eng,est,fin,fra,hrv,ita,jpn,kor,lav,nld,nob,pol,por,rus,spa,swe,tha,tur,zho","deu,eng,fin,jpn,kor,rus,spa,tha,tur,zho","ces,deu,ell,eng,est,fin,fra,hrv,ita,jpn,kor,lav,nld,nob,pol,por,rus,spa,swe,tha,tur,zho","ces,deu,ell,eng,ekk,fin,fra,hrv,ita,jpn,kor,lav,nld,nor,pol,por,rus,spa,swe,tha,tur,cmn",22,0.600961471861472,0,0,160,35,0.820512820512821,0
